loc,lloc,scloc,comments,single_comments,multi_comments,blanks,h1,h2,n1,n2,vocabulary,length,calculated_length,volume,difficulty,effort,time,bugs,LargeClass
54,22,17,0,0,28,9,5,9,5,10,14,15,40.13896549,57.11032383,2.777777778,158.6397884,8.813321579,0.019036775,0
214,137,163,15,14,0,37,10,36,26,45,46,71,219.336581,392.1728989,6.25,2451.080618,136.1711454,0.1307243,0
212,152,149,22,22,0,41,10,69,45,84,79,129,454.7074685,813.1877165,6.086956522,4949.838274,274.9910152,0.271062572,0
9,5,4,0,0,3,2,1,2,1,2,3,3,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
18,7,5,0,0,9,4,1,1,2,2,2,4,0,4,1,4,0.222222222,0.001333333,0
70,53,54,5,4,0,12,7,23,14,28,30,42,123.6934094,206.089405,4.260869565,878.1200735,48.78444853,0.068696468,0
218,141,144,56,54,0,20,14,79,65,129,93,194,551.301648,1268.596809,11.43037975,14500.54328,805.5857376,0.422865603,0
296,188,199,73,68,0,29,16,95,97,191,111,288,688.1362828,1956.79177,16.08421053,31473.45078,1748.525043,0.652263923,0
23,13,13,2,2,5,3,4,7,4,7,11,11,27.65148445,38.05374781,2,76.10749561,4.228194201,0.012684583,0
30,19,20,2,2,5,3,4,10,5,10,14,15,41.21928095,57.11032383,2,114.2206477,6.345591537,0.019036775,0
49,30,35,2,2,5,7,6,18,9,18,24,27,90.56842503,123.7939875,3,371.3819626,20.63233125,0.041264663,0
8,5,5,0,0,0,3,1,2,1,2,3,3,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
50,33,35,8,7,0,8,1,2,1,2,3,3,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
56,36,40,3,3,0,13,4,8,4,8,12,12,32,43.01955001,2,86.03910002,4.779950001,0.01433985,0
13,10,10,0,0,0,3,2,4,2,4,6,6,10,15.509775,1,15.509775,0.861654167,0.005169925,0
103,62,71,18,18,0,14,3,26,30,49,29,79,126.9663202,383.7804986,2.826923077,1084.917948,60.27321933,0.127926833,0
42,28,27,0,1,0,14,3,8,11,16,11,27,28.7548875,93.4046537,3,280.2139611,15.56744228,0.031134885,0
31,23,22,2,2,0,7,5,11,11,16,16,27,49.66338828,108,3.636363636,392.7272727,21.81818182,0.036,0
40,27,27,3,3,0,10,6,19,14,28,25,42,96.22039776,195.04196,4.421052632,862.2907704,47.9050428,0.065013987,0
32,25,25,0,0,0,7,2,4,3,4,6,7,10,18.09473751,1,18.09473751,1.005263195,0.006031579,0
113,95,98,0,0,3,12,8,30,22,42,38,64,171.2067179,335.8673609,5.6,1880.857221,104.4920678,0.111955787,0
97,76,88,0,0,0,9,4,18,10,19,22,29,83.05865003,129.3235169,2.111111111,273.0163135,15.16757297,0.043107839,0
122,87,98,0,0,0,24,8,63,79,154,71,233,400.5686352,1432.891079,9.777777778,14010.49055,778.360586,0.47763036,0
92,57,67,2,2,0,23,4,43,24,47,47,71,241.3293845,394.3758085,2.186046512,862.1238604,47.89577002,0.131458603,0
20,13,13,2,2,0,5,2,5,4,5,7,9,13.60964047,25.2661943,1,25.2661943,1.403677461,0.008422065,0
29,20,19,0,0,3,7,2,6,4,8,8,12,17.509775,36,1.333333333,48,2.666666667,0.012,0
195,140,141,30,30,0,24,9,81,54,93,90,147,542.0571752,954.3024052,5.166666667,4930.562427,273.9201348,0.318100802,0
33,17,30,0,0,0,3,1,6,6,6,7,12,15.509775,33.68825906,0.5,16.84412953,0.935784974,0.01122942,0
167,109,110,22,20,6,31,5,11,12,20,16,32,49.66338828,128,4.545454545,581.8181818,32.32323232,0.042666667,0
89,71,73,2,2,0,14,3,16,10,20,19,30,68.7548875,127.4378254,1.875,238.9459226,13.27477348,0.042479275,0
72,52,57,0,0,0,15,2,6,4,6,8,10,17.509775,30,1,30,1.666666667,0.01,0
69,65,62,0,0,0,7,9,71,46,92,80,138,465.1613705,872.4260771,5.830985915,5087.104168,282.6168982,0.290808692,0
6,4,4,0,0,0,2,1,2,1,2,3,3,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
54,42,45,0,0,0,9,4,8,10,14,12,24,32,86.03910002,3.5,301.1368501,16.729825,0.0286797,0
48,38,41,0,0,0,7,4,8,10,14,12,24,32,86.03910002,3.5,301.1368501,16.729825,0.0286797,0
14,10,10,0,0,0,4,5,12,6,12,17,18,54.62919048,73.57433114,2.5,183.9358279,10.2186571,0.024524777,0
16,12,12,0,0,0,4,5,12,6,12,17,18,54.62919048,73.57433114,2.5,183.9358279,10.2186571,0.024524777,0
31,21,21,0,0,0,10,2,4,2,4,6,6,10,15.509775,1,15.509775,0.861654167,0.005169925,0
27,19,21,0,0,0,6,1,2,1,2,3,3,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
27,19,21,0,0,0,6,1,2,1,2,3,3,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
25,18,20,1,1,0,4,1,2,1,2,3,3,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
36,26,28,1,1,0,7,1,2,1,2,3,3,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
190,109,110,31,32,3,45,12,81,62,113,93,175,556.5474002,1144.352792,8.37037037,9578.656703,532.1475946,0.381450931,0
110,37,68,23,24,0,18,3,37,39,50,40,89,197.504662,473.6516004,2.027027027,960.1045955,53.33914419,0.157883867,0
40,32,33,1,1,0,6,5,15,10,19,20,29,70.21299941,125.3359148,3.166666667,396.8970634,22.04983685,0.041778638,0
76,36,38,0,0,34,4,4,13,9,14,17,23,56.10571634,94.01164535,2.153846154,202.4866208,11.24925671,0.031337215,0
9,4,7,0,0,0,2,1,1,1,1,2,2,0,2,0.5,1,0.055555556,0.000666667,0
41,25,33,0,0,0,8,2,14,13,14,16,27,55.30296891,108,1,108,6,0.036,0
63,40,53,0,1,4,5,12,48,66,110,60,176,311.09775,1039.612745,13.75,14294.67524,794.1486245,0.346537582,0
12,10,9,0,0,0,3,2,4,2,4,6,6,10,15.509775,1,15.509775,0.861654167,0.005169925,0
13,10,10,0,0,0,3,7,10,7,13,17,20,52.8707654,81.74925683,4.55,371.9591186,20.66439548,0.027249752,0
93,69,75,6,6,0,12,13,30,19,35,43,54,195.3124342,293.0182968,7.583333333,2222.055417,123.4475232,0.097672766,0
63,57,57,0,0,0,6,1,16,16,16,17,32,64,130.7988109,0.5,65.39940546,3.633300303,0.043599604,0
24,17,20,0,0,0,4,6,33,27,49,39,76,181.9747809,401.6905686,4.454545455,1789.348897,99.40827204,0.133896856,0
39,34,34,1,1,0,4,3,18,12,20,21,32,79.81353753,140.5541575,1.666666667,234.2569292,13.01427385,0.046851386,0
25,21,21,1,1,0,3,1,1,1,1,2,2,0,2,0.5,1,0.055555556,0.000666667,0
25,21,21,1,1,0,3,1,1,1,1,2,2,0,2,0.5,1,0.055555556,0.000666667,0
25,21,21,1,1,0,3,1,1,1,1,2,2,0,2,0.5,1,0.055555556,0.000666667,0
29,25,24,2,2,0,3,5,27,29,57,32,86,139.991603,430,5.277777778,2269.444444,126.0802469,0.143333333,0
31,12,30,0,0,0,1,1,2,1,2,3,3,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
114,70,88,2,0,3,23,5,31,24,33,36,57,165.1897261,294.6857251,2.661290323,784.2442684,43.56912602,0.098228575,0
21,12,12,4,4,0,5,2,6,3,6,8,9,17.509775,27,1,27,1.5,0.009,0
11,6,5,0,0,3,3,1,4,2,4,5,6,8,13.93156857,0.5,6.965784285,0.386988016,0.004643856,0
14,8,7,0,0,3,4,1,4,2,4,5,6,8,13.93156857,0.5,6.965784285,0.386988016,0.004643856,0
83,41,40,3,3,16,24,7,18,10,20,25,30,94.71013448,139.3156857,3.888888889,541.7832221,30.0990679,0.046438562,0
34,12,11,0,0,11,12,6,38,21,41,44,62,214.9310205,338.4847604,3.236842105,1095.621724,60.86787357,0.112828253,0
32,12,11,0,0,10,11,6,30,18,35,36,53,162.7164929,274.0060251,3.5,959.0210878,53.27894932,0.091335342,0
36,16,15,0,0,10,11,5,21,13,24,26,37,103.8483064,173.9162696,2.857142857,496.9036273,27.60575707,0.05797209,0
9,5,5,2,2,0,2,1,2,1,2,3,3,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
158,73,80,27,27,19,32,13,131,118,235,144,353,969.4841295,2530.983526,11.66030534,29512.04073,1639.557818,0.843661175,0
32,10,9,0,0,12,11,6,27,17,30,33,47,143.8917376,237.0865236,3.333333333,790.288412,43.90491178,0.079028841,0
37,13,12,3,3,11,11,6,28,22,44,34,66,150.1157128,335.7725475,4.714285714,1582.927724,87.94042911,0.111924183,0
71,21,21,5,5,34,11,6,11,7,12,17,19,53.56352281,77.66179398,3.272727273,254.1658712,14.12032618,0.025887265,0
34,17,15,0,0,10,9,1,2,1,2,3,3,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
227,38,33,0,0,147,47,4,20,11,20,24,31,94.4385619,142.1338375,2,284.267675,15.79264861,0.047377946,0
28,21,21,1,1,0,6,5,10,6,10,15,16,44.82892142,62.51024953,2.5,156.2756238,8.681979101,0.02083675,0
14,9,9,2,2,0,3,2,7,4,8,9,12,21.65148445,38.03910002,1.142857143,43.47325716,2.415180953,0.0126797,0
34,32,29,0,0,0,5,2,6,5,6,8,11,17.509775,33,1,33,1.833333333,0.011,0
98,68,76,7,8,0,14,2,15,14,15,17,29,60.60335893,118.5364224,1,118.5364224,6.5853568,0.039512141,0
21,6,18,1,1,0,2,1,1,12,12,2,24,0,24,6,144,8,0.008,0
44,32,35,0,0,0,9,5,19,23,42,24,65,92.32026323,298.0225625,5.526315789,1646.966793,91.49815517,0.099340854,0
40,29,34,0,0,0,6,4,42,40,77,46,117,234.4773318,646.2567489,3.666666667,2369.608079,131.6448933,0.215418916,0
105,65,79,12,12,0,14,4,14,18,24,18,42,61.30296891,175.1368501,3.428571429,600.4692002,33.35940001,0.05837895,0
75,58,64,1,1,0,10,3,35,22,41,38,63,184.2797931,330.6194333,1.757142857,580.9455757,32.27475421,0.110206478,0
112,65,85,16,16,0,11,3,15,18,22,18,40,63.35824644,166.7970001,2.2,366.9534001,20.38630001,0.055599,0
21,13,17,0,0,0,4,2,6,8,9,8,17,17.509775,51,1.5,76.5,4.25,0.017,0
40,21,24,7,7,3,6,5,11,8,12,16,20,49.66338828,80,2.727272727,218.1818182,12.12121212,0.026666667,0
48,24,38,3,3,0,7,2,63,38,76,65,114,378.5686352,686.5499307,1.206349206,828.218964,46.01216467,0.228849977,0
57,41,46,2,2,0,9,3,35,28,44,38,72,184.2797931,377.850781,1.885714286,712.5186155,39.58436753,0.12595026,0
44,37,32,3,3,0,9,1,4,2,4,5,6,8,13.93156857,0.5,6.965784285,0.386988016,0.004643856,0
35,32,24,3,3,0,8,1,4,2,4,5,6,8,13.93156857,0.5,6.965784285,0.386988016,0.004643856,0
34,22,26,0,3,0,5,1,1,2,2,2,4,0,4,1,4,0.222222222,0.001333333,0
45,21,39,2,2,0,4,1,1,4,4,2,8,0,8,2,16,0.888888889,0.002666667,0
319,217,216,52,48,0,55,6,39,27,48,45,75,221.6404615,411.8889822,3.692307692,1520.820857,84.49004764,0.137296327,0
91,73,70,2,2,0,19,3,16,12,19,19,31,68.7548875,131.6857529,1.78125,234.5652474,13.03140263,0.043895251,0
42,24,27,7,7,0,8,1,1,1,1,2,2,0,2,0.5,1,0.055555556,0.000666667,0
34,27,27,0,0,0,7,3,17,10,19,20,29,74.2417558,125.3359148,1.676470588,210.1219747,11.67344304,0.041778638,0
13,8,8,0,0,0,5,1,6,3,6,7,9,15.509775,25.2661943,0.5,12.63309715,0.701838731,0.008422065,0
9,6,6,0,0,0,3,2,4,2,4,6,6,10,15.509775,1,15.509775,0.861654167,0.005169925,0
36,25,27,2,1,0,8,3,18,10,20,21,30,79.81353753,131.7695227,1.666666667,219.6158711,12.20088173,0.043923174,0
94,65,71,6,6,0,17,4,23,14,28,27,42,112.041925,199.7052751,2.434782609,486.2389307,27.01327393,0.066568425,0
42,29,29,0,0,0,13,1,4,2,4,5,6,8,13.93156857,0.5,6.965784285,0.386988016,0.004643856,0
83,40,39,2,2,21,21,2,19,10,20,21,30,82.71062276,131.7695227,1.052631579,138.7047607,7.70582004,0.043923174,0
11,5,7,1,1,0,3,1,2,1,2,3,3,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
7,5,5,0,0,0,2,1,4,2,4,5,6,8,13.93156857,0.5,6.965784285,0.386988016,0.004643856,0
59,46,49,4,4,0,6,5,16,8,16,21,24,75.60964047,105.4156181,2.5,263.5390454,14.64105808,0.035138539,0
121,100,103,3,3,0,15,4,17,9,17,21,26,77.4868683,114.200253,2,228.400506,12.688917,0.038066751,0
23,12,15,6,6,0,2,1,2,1,2,3,3,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
157,88,121,7,7,4,25,3,82,44,88,85,132,526.0741519,846.0396036,1.609756098,1361.917411,75.66207837,0.282013201,0
16,11,13,0,0,0,3,1,6,3,6,7,9,15.509775,25.2661943,0.5,12.63309715,0.701838731,0.008422065,0
111,48,85,2,5,4,17,2,40,20,40,42,60,214.8771238,323.5390454,1,323.5390454,17.97439141,0.107846348,0
204,118,112,11,9,53,30,9,48,33,62,57,95,296.607525,554.1245513,5.8125,3220.848955,178.936053,0.184708184,0
67,45,49,13,11,0,7,5,16,8,17,21,25,75.60964047,109.8079356,2.65625,291.6773289,16.20429605,0.036602645,0
59,52,52,2,1,0,6,4,9,6,11,13,17,36.52932501,62.90747521,2.444444444,153.7738283,8.54299046,0.020969158,0
7,6,6,0,0,0,1,1,2,1,2,3,3,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
170,114,124,10,10,0,36,4,27,17,32,31,49,136.3819626,242.7556192,2.37037037,575.420727,31.96781817,0.08091854,0
15,6,7,6,6,0,2,1,1,1,1,2,2,0,2,0.5,1,0.055555556,0.000666667,0
97,63,68,4,4,15,10,4,9,8,14,13,22,36.52932501,81.4096738,3.111111111,253.2745407,14.07080782,0.027136558,0
31,21,21,4,4,0,6,1,8,4,8,9,12,24,38.03910002,0.5,19.01955001,1.056641667,0.0126797,0
10,5,5,2,2,0,3,1,2,1,2,3,3,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
18,18,15,0,0,0,3,2,11,6,12,13,18,40.05374781,66.60791493,1.090909091,72.66317992,4.036843329,0.022202638,0
100,76,76,9,9,5,10,3,8,6,11,11,17,28.7548875,58.81033752,2.0625,121.2963211,6.738684507,0.019603446,0
79,56,55,8,8,4,12,2,4,3,4,6,7,10,18.09473751,1,18.09473751,1.005263195,0.006031579,0
46,34,34,4,4,0,8,2,18,9,18,20,27,77.05865003,116.6920586,1,116.6920586,6.482892142,0.038897353,0
31,21,20,1,1,5,5,3,6,3,6,9,9,20.26466251,28.52932501,1.5,42.79398752,2.377443751,0.009509775,0
235,177,175,34,34,0,26,5,46,25,48,51,73,265.6934905,414.08705,2.608695652,1080.227087,60.01261594,0.138029017,0
67,55,58,0,0,0,9,3,19,11,19,22,30,85.46551026,133.7829486,1.5,200.6744228,11.14857905,0.044594316,0
66,55,58,0,0,0,8,3,19,11,19,22,30,85.46551026,133.7829486,1.5,200.6744228,11.14857905,0.044594316,0
67,55,58,0,0,0,9,3,25,16,29,28,45,120.8512922,216.3309715,1.74,376.4158904,20.91199391,0.072110324,0
34,20,27,2,2,0,5,1,4,2,4,5,6,8,13.93156857,0.5,6.965784285,0.386988016,0.004643856,0
23,11,17,2,2,0,4,1,2,1,2,3,3,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
68,55,58,0,0,0,10,3,19,11,19,22,30,85.46551026,133.7829486,1.5,200.6744228,11.14857905,0.044594316,0
120,83,112,0,0,0,8,6,32,21,41,38,62,175.509775,325.3715058,3.84375,1250.646726,69.48037364,0.108457169,0
90,55,70,10,10,0,10,3,9,5,10,12,15,33.28421252,53.77443751,1.666666667,89.62406252,4.979114584,0.017924813,0
19,8,13,0,0,3,3,1,2,1,2,3,3,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
72,58,61,0,0,0,11,4,31,19,35,35,54,161.5800856,276.9812829,2.258064516,625.4416066,34.74675592,0.092327094,0
17,7,10,5,5,0,2,1,4,2,4,5,6,8,13.93156857,0.5,6.965784285,0.386988016,0.004643856,0
78,55,69,0,0,0,9,2,3,3,5,5,8,6.754887502,18.57542476,1.666666667,30.95904127,1.719946737,0.006191808,0
44,25,31,4,4,0,9,1,2,1,2,3,3,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
88,68,68,7,6,0,14,2,16,9,18,18,27,66,112.587975,1.125,126.6614719,7.03674844,0.037529325,0
46,35,35,3,3,0,8,3,10,6,12,13,18,37.97416845,66.60791493,1.8,119.8942469,6.660791493,0.022202638,0
39,32,32,0,0,0,7,2,9,5,9,11,14,30.52932501,48.43204266,1,48.43204266,2.690669037,0.016144014,0
70,37,57,5,5,0,8,1,2,1,2,3,3,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
65,46,56,1,1,0,8,1,1,1,1,2,2,0,2,0.5,1,0.055555556,0.000666667,0
87,56,71,0,0,0,16,1,2,1,2,3,3,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
30,18,24,0,0,0,6,1,1,1,1,2,2,0,2,0.5,1,0.055555556,0.000666667,0
92,72,75,0,0,0,17,6,26,13,26,32,39,137.7212077,195,3,585,32.5,0.065,0
22,16,16,0,0,0,6,1,1,1,1,2,2,0,2,0.5,1,0.055555556,0.000666667,0
47,38,38,1,1,0,8,1,2,1,2,3,3,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
109,71,93,5,3,0,13,1,5,3,6,6,9,11.60964047,23.26466251,0.6,13.9587975,0.77548875,0.007754888,0
159,106,124,16,16,0,19,3,20,27,54,23,81,91.1934494,366.4085184,4.05,1483.9545,82.44191665,0.122136173,0
42,20,33,3,3,0,6,1,4,2,4,5,6,8,13.93156857,0.5,6.965784285,0.386988016,0.004643856,0
219,141,165,19,19,0,35,5,77,48,96,82,144,494.1522041,915.4874887,3.116883117,2853.467497,158.5259721,0.305162496,0
18,15,15,0,0,0,3,1,4,2,4,5,6,8,13.93156857,0.5,6.965784285,0.386988016,0.004643856,0
40,33,33,0,0,0,7,1,1,1,1,2,2,0,2,0.5,1,0.055555556,0.000666667,0
70,59,59,0,0,0,11,3,8,4,8,11,12,28.7548875,41.51317942,1.5,62.26976914,3.459431619,0.013837726,0
15,10,10,0,0,0,5,1,2,2,2,3,4,2,6.339850003,0.5,3.169925001,0.176106945,0.002113283,0
33,17,16,0,0,7,10,3,5,3,5,8,8,16.36452798,24,1.5,36,2,0.008,0
119,97,97,13,6,11,5,10,37,21,38,47,59,225.9690555,327.7207422,5.135135135,1682.890298,93.49390545,0.109240247,0
52,38,42,0,0,0,10,5,16,8,16,21,24,75.60964047,105.4156181,2.5,263.5390454,14.64105808,0.035138539,0
33,28,29,0,0,0,4,3,6,3,6,9,9,20.26466251,28.52932501,1.5,42.79398752,2.377443751,0.009509775,0
28,13,21,0,0,0,7,2,3,2,3,5,5,6.754887502,11.60964047,1,11.60964047,0.644980026,0.00386988,0
56,16,20,3,3,18,15,4,11,12,24,15,36,46.05374781,140.6480614,4.363636364,613.7369954,34.09649974,0.046882687,0
62,43,38,1,1,5,18,9,22,14,25,31,39,126.6368206,193.2136561,5.113636364,988.0243778,54.89024321,0.064404552,0
21,14,13,4,2,0,6,2,3,2,3,5,5,6.754887502,11.60964047,1,11.60964047,0.644980026,0.00386988,0
19,14,13,2,1,0,5,3,7,8,12,10,20,24.40637196,66.4385619,2.571428571,170.8420163,9.491223128,0.022146187,0
16,13,13,0,0,0,3,4,13,8,15,17,23,56.10571634,94.01164535,2.307692308,216.9499508,12.05277504,0.031337215,0
12,9,9,0,0,0,3,1,2,1,2,3,3,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
37,31,31,2,2,0,4,3,7,4,7,10,11,24.40637196,36.54120904,1.5,54.81181357,3.045100754,0.012180403,0
43,29,35,0,2,0,6,3,6,4,8,9,12,20.26466251,38.03910002,2,76.07820003,4.226566669,0.0126797,0
9,8,7,0,0,0,2,3,5,3,6,8,9,16.36452798,27,1.8,48.6,2.7,0.009,0
130,56,74,12,7,25,24,2,4,2,4,6,6,10,15.509775,1,15.509775,0.861654167,0.005169925,0
65,41,45,2,1,0,19,3,11,6,11,14,17,42.80863531,64.72503367,1.5,97.08755051,5.393752806,0.021575011,0
16,14,14,0,0,0,2,4,18,10,20,22,30,83.05865003,133.7829486,2.222222222,297.2954412,16.5164134,0.044594316,0
55,29,26,1,1,16,12,2,6,6,8,8,14,17.509775,42,1.333333333,56,3.111111111,0.014,0
44,27,27,0,0,0,17,3,15,12,24,18,36,63.35824644,150.1173001,2.4,360.2815201,20.01564001,0.0500391,0
28,18,17,5,6,0,5,2,3,2,3,5,5,6.754887502,11.60964047,1,11.60964047,0.644980026,0.00386988,0
14,7,9,3,3,0,2,3,8,5,9,11,14,28.7548875,48.43204266,1.6875,81.72907199,4.540503999,0.016144014,0
12,4,7,2,2,0,3,1,2,1,2,3,3,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
10,3,6,2,2,0,2,2,8,4,8,10,12,26,39.86313714,1,39.86313714,2.21461873,0.013287712,0
13,4,8,2,2,0,3,2,6,3,6,8,9,17.509775,27,1,27,1.5,0.009,0
9,3,7,0,0,0,2,2,6,3,6,8,9,17.509775,27,1,27,1.5,0.009,0
10,4,7,0,0,0,3,2,4,2,4,6,6,10,15.509775,1,15.509775,0.861654167,0.005169925,0
18,11,10,0,0,4,4,3,7,4,7,10,11,24.40637196,36.54120904,1.5,54.81181357,3.045100754,0.012180403,0
9,8,6,0,1,0,2,1,1,1,1,2,2,0,2,0.5,1,0.055555556,0.000666667,0
27,16,13,0,1,8,5,4,7,4,8,11,12,27.65148445,41.51317942,2.285714286,94.88726725,5.271514847,0.013837726,0
94,25,26,9,9,40,19,3,6,4,8,9,12,20.26466251,38.03910002,2,76.07820003,4.226566669,0.0126797,0
17,12,12,0,0,0,5,1,2,1,2,3,3,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
54,17,15,0,1,25,13,4,8,5,9,12,14,32,50.18947501,2.25,112.9263188,6.273684376,0.016729825,0
29,9,8,0,0,14,7,1,2,1,2,3,3,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
56,23,26,1,1,16,13,7,23,19,38,30,57,123.6934094,279.6927639,5.782608696,1617.353809,89.85298938,0.093230921,0
131,74,70,7,6,41,14,11,38,26,48,49,74,237.4749933,415.4885285,6.947368421,2886.551882,160.3639934,0.138496176,0
54,39,34,3,2,8,10,5,15,10,19,20,29,70.21299941,125.3359148,3.166666667,396.8970634,22.04983685,0.041778638,0
83,41,40,0,0,24,19,3,9,5,10,12,15,33.28421252,53.77443751,1.666666667,89.62406252,4.979114584,0.017924813,0
31,15,24,0,0,4,3,1,2,1,2,3,3,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
64,28,34,0,1,14,15,2,6,3,6,8,9,17.509775,27,1,27,1.5,0.009,0
17,19,14,0,0,0,3,3,10,5,10,13,15,37.97416845,55.50659577,1.5,83.25989366,4.625549648,0.018502199,0
19,21,16,0,0,0,3,4,15,11,21,19,32,66.60335893,135.9336804,2.8,380.6143052,21.14523918,0.045311227,0
20,22,17,0,0,0,3,3,16,13,25,19,38,68.7548875,161.4212455,2.34375,378.3310442,21.01839134,0.053807082,0
42,36,37,0,0,0,5,11,35,35,67,46,102,217.5786534,563.4033195,10.52857143,5931.832093,329.5462274,0.187801107,0
8,5,5,0,0,0,3,1,2,1,2,3,3,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
8,5,5,0,0,0,3,1,2,1,2,3,3,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
12,10,10,0,0,0,2,2,6,3,6,8,9,17.509775,27,1,27,1.5,0.009,0
53,30,33,2,2,5,13,4,13,8,16,17,24,56.10571634,98.09910819,2.461538462,241.4747279,13.41526266,0.032699703,0
28,14,20,0,0,4,4,2,11,6,12,13,18,40.05374781,66.60791493,1.090909091,72.66317992,4.036843329,0.022202638,0
29,14,20,0,0,4,5,2,13,7,14,15,21,50.10571634,82.04470251,1.076923077,88.35583347,4.908657415,0.027348234,0
28,14,19,0,0,4,5,2,11,6,12,13,18,40.05374781,66.60791493,1.090909091,72.66317992,4.036843329,0.022202638,0
28,14,19,0,0,4,5,2,11,6,12,13,18,40.05374781,66.60791493,1.090909091,72.66317992,4.036843329,0.022202638,0
26,20,19,0,0,3,4,2,10,7,14,12,21,35.21928095,75.28421252,1.4,105.3978975,5.855438751,0.025094738,0
29,16,17,0,0,8,4,2,8,4,8,10,12,26,39.86313714,1,39.86313714,2.21461873,0.013287712,0
36,24,22,1,1,10,3,4,6,4,8,10,12,23.509775,39.86313714,2.666666667,106.301699,5.905649946,0.013287712,0
74,50,48,3,3,15,8,7,22,21,40,29,61,117.7589801,296.3368407,6.363636364,1885.779895,104.7655497,0.098778947,0
17,7,6,0,0,9,2,1,4,2,4,5,6,8,13.93156857,0.5,6.965784285,0.386988016,0.004643856,0
11,7,7,0,0,3,1,2,3,2,4,5,6,6.754887502,13.93156857,1.333333333,18.57542476,1.031968042,0.004643856,0
33,25,24,0,0,6,3,3,8,5,10,11,15,28.7548875,51.89147428,1.875,97.29651427,5.405361904,0.017297158,0
9,4,4,0,0,4,1,1,4,2,4,5,6,8,13.93156857,0.5,6.965784285,0.386988016,0.004643856,0
8,4,3,0,0,4,1,1,4,2,4,5,6,8,13.93156857,0.5,6.965784285,0.386988016,0.004643856,0
29,18,18,0,0,7,4,6,8,8,16,14,24,39.509775,91.37651813,6,548.2591088,30.45883938,0.030458839,0
26,15,15,0,0,7,4,3,3,3,6,6,9,9.509775004,23.26466251,3,69.79398752,3.877443751,0.007754888,0
148,126,129,10,4,9,6,9,62,61,120,71,181,397.6894963,1113.104229,8.709677419,9694.778765,538.5988203,0.371034743,0
5,5,4,0,0,0,1,1,1,1,1,2,2,0,2,0.5,1,0.055555556,0.000666667,0
18,13,13,0,0,0,5,4,7,4,8,11,12,27.65148445,41.51317942,2.285714286,94.88726725,5.271514847,0.013837726,0
14,9,9,0,0,0,5,2,4,2,4,6,6,10,15.509775,1,15.509775,0.861654167,0.005169925,0
132,85,89,3,3,25,15,15,47,39,73,62,112,319.669035,666.8699868,11.64893617,7768.32591,431.5736616,0.222289996,0
57,30,30,15,15,3,9,6,16,11,19,22,30,79.509775,133.7829486,3.5625,476.6017542,26.47787524,0.044594316,0
44,27,27,8,7,0,10,1,2,1,2,3,3,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
8,5,5,2,2,0,1,1,1,1,1,2,2,0,2,0.5,1,0.055555556,0.000666667,0
5,4,4,0,0,0,1,1,2,1,2,3,3,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
42,20,19,5,5,11,7,4,9,5,9,13,14,36.52932501,51.80615605,2,103.6123121,5.756239562,0.017268719,0
75,52,58,1,2,3,12,6,20,12,23,26,35,101.9483369,164.5153901,3.45,567.578096,31.53211644,0.054838463,0
11,7,7,2,2,0,2,1,2,1,2,3,3,2,4.754887502,0.5,2.377443751,0.132080208,0.001584963,0
24,14,14,4,4,0,6,3,6,4,6,9,10,20.26466251,31.69925001,1.5,47.54887502,2.641604168,0.010566417,0
11,2,7,1,1,0,3,2,4,2,4,6,6,10,15.509775,1,15.509775,0.861654167,0.005169925,0
27,18,22,1,1,0,4,1,4,2,4,5,6,8,13.93156857,0.5,6.965784285,0.386988016,0.004643856,0
